title	type	url_slug	venue	date	location	talk_url	description
Undergraduate Research Symposium Presentation	Talk	urs_arise	University of Oregon Undergraduate Research Symposium	2021-05-26	"Eugene, Oregon"		"Presenting the preliminary stages of my paper, ""ARISE: A Multi-Task Weak Supervision Framework for Network Measurements."""
							
							
							
